OBJECTID,BikeAge,CrashDay,CrashHour,CrashLocation,Light,RoadCondition,RoadConfig,SpeedLimit,Weather
6440,29,Friday,16,Intersection-Related,Daylight,Dry,"Two-Way, Divided, Unprotected Median",20 - 25  MPH,Clear
6441,27,Wednesday,20,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6442,57,Sunday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6443,21,Friday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6444,36,Thursday,21,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6445,63,Wednesday,22,Intersection-Related,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6446,12,Thursday,16,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6447,29,Monday,14,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",40 - 45  MPH,Rain
6448,32,Tuesday,6,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6449,23,Saturday,14,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
6450,27,Saturday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6451,58,Tuesday,20,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6452,15,Sunday,20,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6453,59,Friday,14,Intersection,Daylight,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
6454,28,Tuesday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6455,56,Sunday,7,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6456,53,Sunday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6457,20,Monday,8,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6458,49,Tuesday,7,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6459,54,Tuesday,10,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6460,42,Tuesday,16,Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
6461,13,Saturday,19,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6462,21,Wednesday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6463,61,Friday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6464,22,Monday,19,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6465,32,Saturday,11,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6466,52,Monday,5,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6467,10,Saturday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6468,38,Friday,18,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6469,28,Monday,19,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6470,56,Monday,19,Intersection-Related,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6471,51,Sunday,16,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Cloudy
6472,16,Friday,17,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6473,54,Sunday,15,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6474,51,Sunday,15,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6475,17,Monday,10,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
6476,43,Sunday,18,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Positive Median Barrier",30 - 35  MPH,Clear
6477,34,Tuesday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
6478,19,Tuesday,20,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
6479,74,Tuesday,9,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6480,44,Monday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6481,8,Saturday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6482,17,Thursday,18,Intersection-Related,Dusk,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6483,16,Wednesday,16,Intersection,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Rain
6484,24,Wednesday,19,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6485,18,Tuesday,10,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",5 - 15 MPH,Clear
6486,22,Wednesday,6,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6487,51,Friday,14,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6488,42,Monday,19,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Clear
6489,28,Tuesday,10,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6490,20,Wednesday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
6491,28,Wednesday,11,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",30 - 35  MPH,Clear
6492,18,Sunday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
6493,45,Friday,20,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6494,23,Sunday,12,Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",30 - 35  MPH,Cloudy
6495,29,Sunday,18,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6496,44,Thursday,16,Intersection,Dusk,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6497,62,Wednesday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6498,26,Tuesday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6499,60,Monday,21,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6500,11,Tuesday,21,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6501,33,Saturday,0,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6502,23,Monday,18,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6503,11,Monday,19,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6504,13,Saturday,18,Non-Intersection,Dusk,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6505,23,Wednesday,15,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6506,22,Tuesday,18,Intersection,Dusk,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6507,22,Thursday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6508,41,Wednesday,17,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6509,50,Sunday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6510,8,Tuesday,15,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6511,55,Saturday,20,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6512,49,Friday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6513,50,Wednesday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6514,59,Friday,17,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6515,52,Thursday,8,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
6516,18,Thursday,17,Intersection,Dusk,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
6517,43,Saturday,18,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6518,24,Thursday,18,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6519,22,Thursday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
6520,44,Monday,15,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
6521,12,Tuesday,19,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6522,46,Monday,6,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",Unknown,Clear
6523,46,Saturday,19,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6524,53,Saturday,16,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6525,66,Tuesday,18,Non-Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",40 - 45  MPH,"Snow, Sleet, Hail, Freezing Rain/Drizzle"
6526,17,Tuesday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6527,49,Tuesday,19,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6528,54,Friday,2,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",20 - 25  MPH,Rain
6529,24,Wednesday,19,Intersection-Related,Dark - Lighted Roadway,Dry,Unknown,20 - 25  MPH,Clear
6530,22,Wednesday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6531,15,Tuesday,17,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",50 - 55  MPH,Cloudy
6532,37,Saturday,15,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Cloudy
6533,38,Wednesday,8,Intersection,Daylight,Wet,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
6534,16,Monday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6535,43,Sunday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
6536,65,Thursday,12,Intersection-Related,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6537,15,Wednesday,18,Intersection-Related,Dusk,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6538,19,Wednesday,13,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6539,33,Sunday,18,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6540,66,Wednesday,20,Intersection,Unknown,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6541,14,Tuesday,7,Non-Intersection,Daylight,"Water (Standing, Moving)","One-Way, Not Divided",30 - 35  MPH,Rain
6542,31,Tuesday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6543,16,Wednesday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6544,18,Sunday,11,Intersection,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6545,26,Monday,11,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6546,78,Monday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6547,26,Friday,23,Intersection-Related,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6548,54,Thursday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6549,30,Sunday,14,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6550,53,Monday,17,Intersection-Related,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6551,33,Friday,6,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
6552,52,Wednesday,6,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6553,52,Saturday,18,Intersection,Dark - Lighted Roadway,"Water (Standing, Moving)","Two-Way, Not Divided",30 - 35  MPH,Rain
6554,35,Sunday,23,Intersection-Related,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6555,11,Saturday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
6556,13,Tuesday,17,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6557,16,Friday,21,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6558,18,Tuesday,16,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
6559,22,Tuesday,20,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
6560,22,Friday,18,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6561,21,Tuesday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6562,44,Sunday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6563,24,Tuesday,14,Intersection,Daylight,Wet,"One-Way, Not Divided",30 - 35  MPH,Cloudy
6564,51,Friday,19,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",Unknown,Clear
6565,37,Wednesday,7,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6566,56,Thursday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6567,52,Saturday,23,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,"Fog, Smog, Smoke"
6568,21,Saturday,19,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6569,63,Thursday,18,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6570,25,Wednesday,8,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6571,42,Sunday,14,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6572,51,Tuesday,21,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6573,61,Tuesday,23,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6574,23,Thursday,9,Non-Intersection,Daylight,"Water (Standing, Moving)","Two-Way, Not Divided",50 - 55  MPH,Rain
6575,26,Thursday,10,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6576,20,Thursday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6577,23,Friday,18,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6578,14,Monday,13,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",20 - 25  MPH,Rain
6579,12,Thursday,18,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6580,49,Friday,13,Intersection,Daylight,Wet,"Two-Way, Not Divided",20 - 25  MPH,Rain
6581,15,Tuesday,7,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6582,45,Monday,18,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6583,70,Monday,7,Non-Roadway,Daylight,Wet,"Two-Way, Not Divided",5 - 15 MPH,Cloudy
6584,21,Tuesday,8,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6585,54,Thursday,17,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Clear
6586,42,Sunday,2,Intersection,Dark - Lighted Roadway,Wet,"Two-Way, Not Divided",30 - 35  MPH,Rain
6587,15,Wednesday,18,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6588,30,Tuesday,13,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6589,64,Thursday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6590,39,Thursday,7,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6591,57,Wednesday,8,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
6592,58,Friday,6,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6593,53,Wednesday,11,Intersection,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,"Snow, Sleet, Hail, Freezing Rain/Drizzle"
6594,52,Monday,22,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6595,28,Wednesday,18,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6596,30,Monday,21,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6597,3,Saturday,5,Non-Roadway,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6598,12,Wednesday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
6599,36,Sunday,6,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6600,26,Sunday,18,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",20 - 25  MPH,Clear
6601,54,Sunday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6602,23,Friday,8,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6603,60,Wednesday,14,Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",30 - 35  MPH,Clear
6604,34,Friday,0,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
6605,41,Saturday,18,Intersection-Related,Dark - Lighted Roadway,Wet,"Two-Way, Not Divided",30 - 35  MPH,Rain
6606,59,Tuesday,6,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6607,42,Saturday,18,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6608,54,Thursday,11,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6609,41,Tuesday,15,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6610,69,Thursday,17,Intersection,Dark - Unknown Lighting,Dry,"Two-Way, Divided, Unprotected Median",60 - 75 MPH,Clear
6611,51,Tuesday,22,Intersection-Related,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
6612,22,Monday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
6613,16,Sunday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6614,22,Monday,19,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Cloudy
6615,68,Tuesday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6616,28,Wednesday,10,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
6617,10,Tuesday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6618,54,Tuesday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6619,51,Friday,5,Non-Intersection,Dawn,Wet,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6620,33,Sunday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6621,999,Wednesday,18,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6622,27,Wednesday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6623,32,Tuesday,11,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Cloudy
6624,53,Monday,13,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6625,46,Saturday,12,Intersection,Daylight,Dry,"One-Way, Not Divided",5 - 15 MPH,Clear
6626,48,Thursday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6627,999,Wednesday,17,Intersection,Daylight,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
6628,43,Saturday,7,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6629,26,Thursday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6630,6,Thursday,20,Non-Intersection,Dusk,Dry,"One-Way, Not Divided",20 - 25  MPH,Clear
6631,24,Monday,11,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6632,23,Sunday,15,Intersection,Daylight,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
6633,28,Thursday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6634,60,Tuesday,10,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6635,34,Monday,18,Non-Intersection,Daylight,Dry,Unknown,5 - 15 MPH,Clear
6636,37,Monday,8,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6637,15,Wednesday,19,Intersection,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6638,19,Tuesday,18,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6639,54,Monday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6640,46,Thursday,17,Intersection,Daylight,Wet,"Two-Way, Not Divided",40 - 45  MPH,Rain
6641,49,Saturday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6642,25,Saturday,12,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6643,15,Monday,16,Intersection,Daylight,Dry,"One-Way, Not Divided",40 - 45  MPH,Clear
6644,15,Thursday,8,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6645,20,Wednesday,16,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6646,14,Friday,10,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6647,34,Monday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6648,25,Tuesday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6649,20,Tuesday,0,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6650,25,Tuesday,17,Non-Intersection,Daylight,Dry,"One-Way, Not Divided",5 - 15 MPH,Clear
6651,9,Saturday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6652,58,Sunday,12,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6653,73,Sunday,11,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6654,74,Wednesday,10,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6655,21,Friday,3,Non-Intersection,Dark - Lighted Roadway,Wet,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6656,90,Sunday,14,Intersection,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Rain
6657,72,Wednesday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6658,42,Saturday,8,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",20 - 25  MPH,Clear
6659,41,Friday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6660,60,Wednesday,11,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",5 - 15 MPH,Rain
